r (A),g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Be-F,g(r)_unweighted_Be-F,g(r)_weighted_Be-Be,g(r)_unweighted_Be-Be,g(r)_weighted_F-F,g(r)_unweighted_F-F,g(r)_weighted_Be-Li,g(r)_unweighted_Be-Li,g(r)_weighted_Li-F,g(r)_unweighted_Li-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
8.464102084369369,0.05661974548645346,1.0191554187561622,0.16693926709522192,1.0016356025713318,0.054322096124792746,0.9777977302462694,0.4842859852081409,0.968571970416282,0.05559632971810435,1.0007339349258781,0.16844848524698378,1.010690911481903,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.474001618970972,0.05655453367365403,1.0179816061257725,0.16699280539602782,1.0019568323761672,0.054334716032140816,0.9780248885785346,0.48424438150883425,0.9684887630176686,0.05553210860352364,0.9995779548634254,0.16861750347180424,1.0117050208308256,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.483901153572573,0.05648932186085461,1.016807793495383,0.1670463436968337,1.0022780621810023,0.054347335939488886,0.9782520469107999,0.48420277780952753,0.9684055556190552,0.05548539561106592,0.9987371209991865,0.16878652169662467,1.0127191301797482,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.493800688174174,0.0564241100480552,1.0156339808649935,0.16709988199763956,1.0025992919858375,0.054358840319225825,0.9784591257460648,0.4841611741102208,0.9683223482204417,0.05544234388464807,0.9979621899236651,0.16895553992144507,1.0137332395286707,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.503700222775775,0.05635889823525578,1.014460168234604,0.16715342029844546,1.002920521790673,0.05435342741924432,0.9783616935463978,0.48411957041091414,0.9682391408218284,0.055399292158230216,0.9971872588481439,0.16912455814626548,1.014747348877593,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.513599757377378,0.05629368642245635,1.0132863556042142,0.16720695859925136,1.0032417515955083,0.05434801451926283,0.9782642613467308,0.4840779667116074,0.9681559334232149,0.05535624043181236,0.9964123277726223,0.16929357637108597,1.015761458226516,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.523499291978979,0.05622847460965693,1.0121125429738247,0.1672604969000572,1.0035629814003435,0.05434260161928133,0.9781668291470639,0.4840363630123007,0.9680727260246015,0.055313188705394506,0.995637396697101,0.16946259459590637,1.0167755675754384,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.53339882658058,0.056163262796857516,1.0109387303434352,0.16731403520086308,1.0038842112051787,0.054337188719299837,0.978069396947397,0.483994759312994,0.9679895186259881,0.055270136978976654,0.9948624656215798,0.16963083387695443,1.0177850032617268,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.543298361182183,0.05609805098405808,1.0097649177130454,0.16736757350166898,1.004205441010014,0.05433177581931834,0.9779719647477301,0.4841612479669497,0.9683224959338995,0.055227085252558795,0.9940875345460582,0.16979675233841132,1.0187805140304682,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.553197895783784,0.05603283917125867,1.008591105082656,0.16742111180247488,1.0045266708148495,0.054326362919336846,0.9778745325480631,0.4843919593988692,0.9687839187977385,0.055184033526140944,0.993312603470537,0.16996267079986818,1.0197760247992094,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
