r (A),g(r)_weighted_K-F,g(r)_weighted_K-K,g(r)_weighted_F-F,S_i_K-F,Average_SCL,lambda_BC
2.14115103131234,0.1612049181971163,0.0,0.0,1.0,4.692586036562379,4.63533
2.1486375733798657,0.1801884117240516,0.0,0.0,1.0,4.692586036562379,4.63533
2.1561241154473914,0.20528615634267044,0.0,0.0,1.0,4.692586036562379,4.63533
2.163610657514917,0.24036516287886678,0.0,0.0,1.0,4.692586036562379,4.63533
2.1710971995824426,0.25378517711473986,0.0,0.0,1.0,4.692586036562379,4.63533
2.1785837416499683,0.27175611122536397,0.0,0.0,1.0,4.692586036562379,4.63533
2.186070283717494,0.3130404714276792,0.0,0.0,1.0,4.692586036562379,4.63533
2.1935568257850195,0.35666868829497644,0.0,0.0,1.0,4.692586036562379,4.63533
2.201043367852545,0.3769678694920955,0.0,0.0,1.0,4.692586036562379,4.63533
2.208529909920071,0.41128454263547465,0.0,0.0,1.0,4.692586036562379,4.63533
2.2160164519875964,0.45258210756431644,0.0,0.0,1.0,4.692586036562379,4.63533
2.2235029940551225,0.4892999204574776,0.0,0.0,1.0,4.692586036562379,4.63533
2.230989536122648,0.5262895395277827,0.0,0.0,1.0,4.692586036562379,4.63533
2.238476078190174,0.5607540963766081,0.0,0.0,1.0,4.692586036562379,4.63533
2.2459626202576994,0.5899462521934178,0.0,0.0,1.0,4.692586036562379,4.63533
2.253449162325225,0.6191384080102273,0.0,0.0,1.0,4.692586036562379,4.63533
2.2609357043927507,0.6623798977898719,0.0,0.0,1.0,4.692586036562379,4.63533
2.2684222464602763,0.7115866166547375,0.0,0.0,1.0,4.692586036562379,4.63533
2.275908788527802,0.7612889502993947,0.0,0.0,1.0,4.692586036562379,4.63533
2.2833953305953276,0.8115858103766996,0.0,0.0,1.0,4.692586036562379,4.63533
2.2908818726628533,0.8509899464044974,0.0,0.0,1.0,4.692586036562379,4.63533
2.298368414730379,0.8825664504889048,0.0,0.0,1.0,4.692586036562379,4.63533
2.3058549567979045,0.9141429545733122,0.0,0.0,1.0,4.692586036562379,4.63533
2.31334149886543,0.9453230942000994,0.0,0.0,1.0,4.692586036562379,4.63533
2.320828040932956,0.9750200444699575,0.0,0.0,1.0,4.692586036562379,4.63533
2.3283145830004814,1.0047169947398158,0.0,0.0,1.0,4.692586036562379,4.63533
2.3358011250680075,1.0344139450096757,0.0,0.0,1.0,4.692586036562379,4.63533
2.343287667135533,1.0644717263051033,0.0,0.0,1.0,4.692586036562379,4.63533
2.350774209203059,1.09459828887543,0.0,0.0,1.0,4.692586036562379,4.63533
2.3582607512705844,1.1254097810419479,0.0,0.0,1.0,4.692586036562379,4.63533
2.36574729333811,1.1586778835594487,0.0,0.0,1.0,4.692586036562379,4.63533
2.3732338354056357,1.1919459860769495,0.0,0.0,1.0,4.692586036562379,4.63533
2.3807203774731613,1.2183450986189657,0.0,0.0,1.0,4.692586036562379,4.63533
2.388206919540687,1.2445368858186914,0.0,0.0,1.0,4.692586036562379,4.63533
2.3956934616082126,1.2589230798760138,0.0,0.0,1.0,4.692586036562379,4.63533
2.4031800036757383,1.2687948122725041,0.0,0.0,1.0,4.692586036562379,4.63533
2.410666545743264,1.2786665446689942,0.0,0.0,1.0,4.692586036562379,4.63533
2.4181530878107895,1.2885382770654845,0.0,0.000728543958537097,1.0,4.692586036562379,4.63533
2.425639629878315,1.2984100094619748,0.0,0.001596412356930533,1.0,4.692586036562379,4.63533
2.433126171945841,1.3062637962169859,0.0,0.002464280755323969,1.0,4.692586036562379,4.63533
2.4406127140133664,1.3109592398379082,0.0,0.0033321491537174047,1.0,4.692586036562379,4.63533
2.448099256080892,1.3156546834588303,0.0,0.00420001755211084,1.0,4.692586036562379,4.63533
2.4555857981484177,1.3203501270797524,0.0,0.005067885950504276,1.0,4.692586036562379,4.63533
2.463072340215944,1.3250455707006747,0.0,0.005935754348897764,1.0,4.692586036562379,4.63533
2.4705588822834694,1.3297410143215969,0.0,0.00661863124703361,1.0,4.692586036562379,4.63533
2.478045424350995,1.334436457942519,0.0,0.007298687990842795,1.0,4.692586036562379,4.63533
2.4855319664185207,1.3339313910106405,0.0,0.007978744734651978,0.8685838819157518,4.692586036562379,4.63533
2.4930185084860463,1.3277741891371784,0.0,0.00865880147846116,0.8685838819157518,4.692586036562379,4.63533
2.500505050553572,1.3216169872637162,0.0,0.009338858222270343,0.8685838819157518,4.692586036562379,4.63533
2.5079915926210976,1.3154597853902543,0.0,0.010018914966079527,0.8685838819157518,4.692586036562379,4.63533
2.5154781346886232,1.309302583516792,0.0,0.010698971709888708,0.8685838819157518,4.692586036562379,4.63533
2.522964676756149,1.30314538164333,0.0,0.011379028453697893,0.8685838819157518,4.692586036562379,4.63533
2.5304512188236745,1.296988179769868,0.0,0.012059085197507077,0.8685838819157518,4.692586036562379,4.63533
2.5379377608912,1.2908309778964058,0.0,0.01273914194131626,0.8685838819157518,4.692586036562379,4.63533
2.545424302958726,1.2806816964892538,0.0,0.013419198685125443,0.8685838819157518,4.692586036562379,4.63533
2.5529108450262514,1.267726752112547,0.0,0.014099255428934625,0.8685838819157518,4.692586036562379,4.63533
2.560397387093777,1.2547718077358405,0.0,0.014779312172743808,0.8685838819157518,4.692586036562379,4.63533
2.5678839291613027,1.2418168633591338,0.0,0.01545936891655299,0.8685838819157518,4.692586036562379,4.63533
