r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Li-Cl,Average_SCL,lambda_BC
2.790816174174174,0.522945699603551,1.568837098810653,0.10959307877443475,0.32877923632330425,0.015731532173212066,0.0471945965196362,0.7426316606381963,4.25921,3.893446
2.804770255045045,0.5056519840862016,1.516955952258605,0.1188746161725033,0.35662384851750994,0.017940474363275775,0.05382142308982733,0.7426316606381963,4.25921,3.893446
2.818724335915916,0.48916120268527163,1.467483608055815,0.1281561535705719,0.3844684607117157,0.02014941655333948,0.06044824966001845,0.7426316606381963,4.25921,3.893446
2.832678416786787,0.47205893804991494,1.4161768141497448,0.1381802059240101,0.41454061777203033,0.022358358743403188,0.06707507623020957,0.7426316606381963,4.25921,3.893446
2.846632497657658,0.45434229260209125,1.3630268778062737,0.1489502917185395,0.4468508751556185,0.0245673009334669,0.0737019028004007,0.7426316606381963,4.25921,3.893446
2.8605865785285287,0.4367364173736788,1.3102092521210364,0.15975973008753402,0.47927919026260213,0.026989502278780185,0.08096850683634056,0.7426316606381963,4.25921,3.893446
2.874540659399399,0.4212380011938131,1.2637140035814394,0.1713178709469712,0.5139536128409137,0.0334690661426882,0.1004071984280646,0.7426316606381963,4.25921,3.893446
2.88849474027027,0.4057395850139468,1.2172187550418405,0.18287601180640878,0.5486280354192263,0.03994863000659642,0.11984589001978926,0.7426316606381963,4.25921,3.893446
2.902448821141141,0.3902937981254333,1.1708813943763,0.1944341526658463,0.5833024579975389,0.04642819387050463,0.1392845816115139,0.7426316606381963,4.25921,3.893446
2.916402902012012,0.37488294354122864,1.124648830623686,0.20586038593671055,0.6175811578101317,0.05290775773441285,0.15872327320323856,0.7426316606381963,4.25921,3.893446
2.930356982882883,0.3600326897158495,1.0800980691475486,0.2170682802725981,0.6512048408177944,0.059671577482166845,0.17901473244650054,0.7426316606381963,4.25921,3.893446
