r (A),g(r)_weighted_Na-Cl,g(r)_unweighted_Na-Cl,g(r)_weighted_Na-Na,g(r)_unweighted_Na-Na,S_i_Na-Cl,Average_SCL,lambda_BC
1.4673328842042042,-0.0003077123086366638,-0.0009231369259099913,0.0015352767223738872,0.004605830167121662,1.0,4.53717,4.352426
1.4832821546846846,-0.00030896145337708025,-0.0009268843601312408,0.0015327743603204685,0.004598323080961406,1.0,4.53717,4.352426
1.499231425165165,-0.0003102105981174967,-0.0009306317943524903,0.0015302719982670495,0.004590815994801148,1.0,4.53717,4.352426
1.5151806956456455,-0.00031145974285791325,-0.0009343792285737397,0.0015277696362136306,0.004583308908640892,1.0,4.53717,4.352426
1.5311299661261262,-0.0003127088875983297,-0.0009381266627949892,0.0015252672741602117,0.004575801822480636,1.0,4.53717,4.352426
1.5470792366066066,-0.0003139580582718296,-0.0009418741748154889,0.0015227649121067927,0.0045682947363203785,1.0,4.53717,4.352426
1.563028507087087,-0.0003152072399483695,-0.0009456217198451087,0.001520262550053374,0.004560787650160122,1.0,4.53717,4.352426
1.5789777775675675,-0.00031645642162490947,-0.0009493692648747284,0.0015177601879996646,0.004553280563998994,1.0,4.53717,4.352426
1.594927048048048,-0.00031770560330144943,-0.0009531168099043483,0.0015152578259288714,0.0045457734777866144,1.0,4.53717,4.352426
1.6108763185285284,-0.00031895478497798933,-0.000956864354933968,0.0015127554638580782,0.004538266391574235,1.0,4.53717,4.352426
1.6268255890090089,-0.00032020396665452923,-0.0009606118999635878,0.001510253101787285,0.004530759305361855,1.0,4.53717,4.352426
1.6427748594894893,-0.0003214531483310692,-0.0009643594449932076,0.0015077507397164916,0.004523252219149475,1.0,4.53717,4.352426
1.65872412996997,-0.00032270233000760914,-0.0009681069900228274,0.0015052483776456984,0.004515745132937095,1.0,4.53717,4.352426
1.6746734004504504,-0.00032395151168414905,-0.0009718545350524472,0.0015027460155749052,0.004508238046724716,1.0,4.53717,4.352426
1.6906226709309309,-0.0003252006684141478,-0.0009756020052424435,0.0015002436535041116,0.004500730960512335,1.0,4.53717,4.352426
1.7065719414114113,-0.0003264498131545643,-0.0009793494394636929,0.0014977412914333184,0.0044932238742999555,1.0,4.53717,4.352426
1.7225212118918918,-0.0003276989578949808,-0.0009830968736849425,0.0014952389293625252,0.004485716788087576,1.0,4.53717,4.352426
1.7384704823723722,-0.0003289481026353973,-0.0009868443079061918,0.0014927365673088708,0.004478209701926613,1.0,4.53717,4.352426
1.7544197528528527,-0.0003301972473758138,-0.0009905917421274414,0.0014902342052554517,0.0044707026157663554,1.0,4.53717,4.352426
